# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9, t+10, t+11, t+12, t+13, t+14, t+15, t+16, t+17, t+18, t+19
68.464462,68.738182,69.062706,68.386971,67.583878,67.830772,68.814240,66.690422,66.368408,66.613464,67.339226,66.932297,66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799
68.738182,69.062706,68.386971,67.583878,67.830772,68.814240,66.690422,66.368408,66.613464,67.339226,66.932297,66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042
69.062706,68.386971,67.583878,67.830772,68.814240,66.690422,66.368408,66.613464,67.339226,66.932297,66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647
68.386971,67.583878,67.830772,68.814240,66.690422,66.368408,66.613464,67.339226,66.932297,66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885
67.583878,67.830772,68.814240,66.690422,66.368408,66.613464,67.339226,66.932297,66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718
67.830772,68.814240,66.690422,66.368408,66.613464,67.339226,66.932297,66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666
68.814240,66.690422,66.368408,66.613464,67.339226,66.932297,66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096
66.690422,66.368408,66.613464,67.339226,66.932297,66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976
66.368408,66.613464,67.339226,66.932297,66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957
66.613464,67.339226,66.932297,66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252
67.339226,66.932297,66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197
66.932297,66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185
66.769554,66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679
66.008301,66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893
66.779984,66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814
66.581718,67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075
67.116989,66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310
66.155983,66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825
66.694893,64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309
64.823799,65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970
65.243042,65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894
65.211647,64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053
64.541885,64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104
64.874718,65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823
65.496666,65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074
65.381096,65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657
65.028976,64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317
64.675957,64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293
64.444252,64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126
64.252197,65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126,63.754280
65.400185,63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126,63.754280,63.495022
63.730679,64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126,63.754280,63.495022,64.129677
64.208893,63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126,63.754280,63.495022,64.129677,63.698715
63.456814,64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126,63.754280,63.495022,64.129677,63.698715,62.317490
64.488075,63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126,63.754280,63.495022,64.129677,63.698715,62.317490,62.562496
63.797310,64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126,63.754280,63.495022,64.129677,63.698715,62.317490,62.562496,62.083134
64.360825,63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126,63.754280,63.495022,64.129677,63.698715,62.317490,62.562496,62.083134,64.284149
63.848309,65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126,63.754280,63.495022,64.129677,63.698715,62.317490,62.562496,62.083134,64.284149,63.943974
65.512970,65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126,63.754280,63.495022,64.129677,63.698715,62.317490,62.562496,62.083134,64.284149,63.943974,65.763176
65.483894,65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126,63.754280,63.495022,64.129677,63.698715,62.317490,62.562496,62.083134,64.284149,63.943974,65.763176,67.389343
65.750053,64.658104,64.362823,64.990074,65.346657,65.395317,64.453293,64.617126,63.754280,63.495022,64.129677,63.698715,62.317490,62.562496,62.083134,64.284149,63.943974,65.763176,67.389343,66.797623
