# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9, t+10, t+11, t+12, t+13, t+14, t+15, t+16, t+17, t+18, t+19
7631.000000,6519.000000,5657.000000,5214.000000,3827.000000,2939.000000,2872.000000,2994.000000,3708.000000,3547.000000,4761.000000,5038.000000,5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000
6519.000000,5657.000000,5214.000000,3827.000000,2939.000000,2872.000000,2994.000000,3708.000000,3547.000000,4761.000000,5038.000000,5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000
5657.000000,5214.000000,3827.000000,2939.000000,2872.000000,2994.000000,3708.000000,3547.000000,4761.000000,5038.000000,5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000
5214.000000,3827.000000,2939.000000,2872.000000,2994.000000,3708.000000,3547.000000,4761.000000,5038.000000,5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000
3827.000000,2939.000000,2872.000000,2994.000000,3708.000000,3547.000000,4761.000000,5038.000000,5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000,16567.000000
2939.000000,2872.000000,2994.000000,3708.000000,3547.000000,4761.000000,5038.000000,5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000,16567.000000,16955.000000
2872.000000,2994.000000,3708.000000,3547.000000,4761.000000,5038.000000,5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000,16567.000000,16955.000000,17408.000000
2994.000000,3708.000000,3547.000000,4761.000000,5038.000000,5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000,16567.000000,16955.000000,17408.000000,16857.000000
3708.000000,3547.000000,4761.000000,5038.000000,5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000,16567.000000,16955.000000,17408.000000,16857.000000,16002.000000
3547.000000,4761.000000,5038.000000,5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000,16567.000000,16955.000000,17408.000000,16857.000000,16002.000000,15826.000000
4761.000000,5038.000000,5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000,16567.000000,16955.000000,17408.000000,16857.000000,16002.000000,15826.000000,16961.000000
5038.000000,5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000,16567.000000,16955.000000,17408.000000,16857.000000,16002.000000,15826.000000,16961.000000,17779.000000
5875.000000,6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000,16567.000000,16955.000000,17408.000000,16857.000000,16002.000000,15826.000000,16961.000000,17779.000000,17578.000000
6910.000000,8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000,16567.000000,16955.000000,17408.000000,16857.000000,16002.000000,15826.000000,16961.000000,17779.000000,17578.000000,17777.000000
8800.000000,9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000,16567.000000,16955.000000,17408.000000,16857.000000,16002.000000,15826.000000,16961.000000,17779.000000,17578.000000,17777.000000,17764.000000
9782.000000,11506.000000,12291.000000,13600.000000,14040.000000,15063.000000,15073.000000,15834.000000,16567.000000,16955.000000,17408.000000,16857.000000,16002.000000,15826.000000,16961.000000,17779.000000,17578.000000,17777.000000,17764.000000,17130.000000
