# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9, t+10, t+11, t+12, t+13, t+14, t+15, t+16, t+17, t+18, t+19
67.575920,67.312927,68.614647,68.930489,70.422386,70.845589,71.064240,72.696106,72.326172,72.221680,73.214371,73.157089,73.494125,72.300667,73.866684,72.670189,72.762444,72.763290,71.314735,71.432884
67.312927,68.614647,68.930489,70.422386,70.845589,71.064240,72.696106,72.326172,72.221680,73.214371,73.157089,73.494125,72.300667,73.866684,72.670189,72.762444,72.763290,71.314735,71.432884,70.822647
68.614647,68.930489,70.422386,70.845589,71.064240,72.696106,72.326172,72.221680,73.214371,73.157089,73.494125,72.300667,73.866684,72.670189,72.762444,72.763290,71.314735,71.432884,70.822647,70.666870
68.930489,70.422386,70.845589,71.064240,72.696106,72.326172,72.221680,73.214371,73.157089,73.494125,72.300667,73.866684,72.670189,72.762444,72.763290,71.314735,71.432884,70.822647,70.666870,70.439095
70.422386,70.845589,71.064240,72.696106,72.326172,72.221680,73.214371,73.157089,73.494125,72.300667,73.866684,72.670189,72.762444,72.763290,71.314735,71.432884,70.822647,70.666870,70.439095,69.812965
70.845589,71.064240,72.696106,72.326172,72.221680,73.214371,73.157089,73.494125,72.300667,73.866684,72.670189,72.762444,72.763290,71.314735,71.432884,70.822647,70.666870,70.439095,69.812965,69.698593
71.064240,72.696106,72.326172,72.221680,73.214371,73.157089,73.494125,72.300667,73.866684,72.670189,72.762444,72.763290,71.314735,71.432884,70.822647,70.666870,70.439095,69.812965,69.698593,68.342918
72.696106,72.326172,72.221680,73.214371,73.157089,73.494125,72.300667,73.866684,72.670189,72.762444,72.763290,71.314735,71.432884,70.822647,70.666870,70.439095,69.812965,69.698593,68.342918,69.789131
72.326172,72.221680,73.214371,73.157089,73.494125,72.300667,73.866684,72.670189,72.762444,72.763290,71.314735,71.432884,70.822647,70.666870,70.439095,69.812965,69.698593,68.342918,69.789131,69.043015
72.221680,73.214371,73.157089,73.494125,72.300667,73.866684,72.670189,72.762444,72.763290,71.314735,71.432884,70.822647,70.666870,70.439095,69.812965,69.698593,68.342918,69.789131,69.043015,71.261856
73.214371,73.157089,73.494125,72.300667,73.866684,72.670189,72.762444,72.763290,71.314735,71.432884,70.822647,70.666870,70.439095,69.812965,69.698593,68.342918,69.789131,69.043015,71.261856,71.533028
