# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9, t+10, t+11, t+12, t+13, t+14, t+15, t+16, t+17, t+18, t+19
26907.000000,28043.000000,26853.000000,27983.000000,24555.000000,23596.000000,24947.000000,26085.000000,27646.000000,28301.000000,28401.000000,26653.000000,24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000
28043.000000,26853.000000,27983.000000,24555.000000,23596.000000,24947.000000,26085.000000,27646.000000,28301.000000,28401.000000,26653.000000,24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000
26853.000000,27983.000000,24555.000000,23596.000000,24947.000000,26085.000000,27646.000000,28301.000000,28401.000000,26653.000000,24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000
27983.000000,24555.000000,23596.000000,24947.000000,26085.000000,27646.000000,28301.000000,28401.000000,26653.000000,24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000
24555.000000,23596.000000,24947.000000,26085.000000,27646.000000,28301.000000,28401.000000,26653.000000,24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000
23596.000000,24947.000000,26085.000000,27646.000000,28301.000000,28401.000000,26653.000000,24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000
24947.000000,26085.000000,27646.000000,28301.000000,28401.000000,26653.000000,24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000
26085.000000,27646.000000,28301.000000,28401.000000,26653.000000,24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000
27646.000000,28301.000000,28401.000000,26653.000000,24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000
28301.000000,28401.000000,26653.000000,24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000
28401.000000,26653.000000,24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000
26653.000000,24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000,13052.000000
24790.000000,23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000,13052.000000,13881.000000
23141.000000,20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000,13052.000000,13881.000000,17481.000000
20654.000000,19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000,13052.000000,13881.000000,17481.000000,17730.000000
19179.000000,16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000,13052.000000,13881.000000,17481.000000,17730.000000,20015.000000
16879.000000,14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000,13052.000000,13881.000000,17481.000000,17730.000000,20015.000000,19794.000000
14597.000000,12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000,13052.000000,13881.000000,17481.000000,17730.000000,20015.000000,19794.000000,21709.000000
12394.000000,9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000,13052.000000,13881.000000,17481.000000,17730.000000,20015.000000,19794.000000,21709.000000,21296.000000
9787.000000,5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000,13052.000000,13881.000000,17481.000000,17730.000000,20015.000000,19794.000000,21709.000000,21296.000000,20381.000000
5859.000000,3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000,13052.000000,13881.000000,17481.000000,17730.000000,20015.000000,19794.000000,21709.000000,21296.000000,20381.000000,19508.000000
3682.000000,3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000,13052.000000,13881.000000,17481.000000,17730.000000,20015.000000,19794.000000,21709.000000,21296.000000,20381.000000,19508.000000,19210.000000
3108.000000,2883.000000,3710.000000,3790.000000,5294.000000,6133.000000,8808.000000,9884.000000,13052.000000,13881.000000,17481.000000,17730.000000,20015.000000,19794.000000,21709.000000,21296.000000,20381.000000,19508.000000,19210.000000,18255.000000
