# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9, t+10, t+11, t+12, t+13, t+14, t+15, t+16, t+17, t+18, t+19
69.926788,70.044456,70.315903,70.339783,70.699646,70.955849,71.315445,71.815506,72.190140,72.402374,72.573143,72.644226,72.505478,72.710571,72.559593,72.604477,72.370033,72.214096,72.093628,71.767563
69.020782,69.006210,69.126717,69.288612,69.582634,69.812271,70.137558,70.508804,70.850998,71.231750,71.563103,71.830154,71.941727,72.023628,72.084251,71.981781,71.952934,71.840530,71.675781,71.499130
68.837654,68.972801,69.150688,69.374390,69.641098,69.886475,70.201927,70.502007,70.777740,71.000801,71.156914,71.212891,71.197083,71.205200,71.098991,71.006142,70.856323,70.721802,70.538002,70.409409
69.062851,69.180870,69.320702,69.525444,69.710106,69.925232,70.147820,70.338730,70.510330,70.621712,70.665459,70.635818,70.580040,70.478470,70.319710,70.169891,69.974968,69.788300,69.585197,69.444801
68.662552,68.685295,68.796822,68.946854,69.156754,69.362923,69.595955,69.848396,70.070518,70.281113,70.437210,70.542236,70.557159,70.518936,70.462120,70.318054,70.193092,70.019440,69.833809,69.647881
67.928055,67.950340,68.084572,68.234528,68.494919,68.721703,69.007652,69.332352,69.617783,69.893906,70.116013,70.274918,70.308517,70.332710,70.303856,70.187393,70.080276,69.924294,69.745461,69.545876
67.889084,68.011627,68.177757,68.381096,68.619133,68.854118,69.132828,69.399979,69.638206,69.815559,69.926620,69.950104,69.911194,69.881020,69.750336,69.636528,69.460999,69.298164,69.106567,68.955910
68.610413,68.796234,68.949257,69.185966,69.341042,69.548409,69.751137,69.883293,70.007683,70.040009,69.999657,69.872581,69.770393,69.631203,69.409203,69.267799,69.037453,68.858597,68.657280,68.566681
67.287430,67.171387,67.224358,67.277870,67.479080,67.647392,67.844276,68.126579,68.365509,68.655029,68.912514,69.163597,69.257080,69.270920,69.337524,69.192245,69.153282,68.989059,68.833801,68.588959
66.632179,66.706947,66.871658,67.043060,67.330292,67.563568,67.886848,68.237740,68.552109,68.838997,69.071938,69.218788,69.243996,69.318497,69.283066,69.215729,69.116402,69.003159,68.845528,68.686020
66.637878,66.745247,66.895370,67.072762,67.278061,67.494171,67.731461,67.961487,68.159943,68.293053,68.363770,68.360977,68.305214,68.247177,68.103180,67.978539,67.790474,67.612587,67.423607,67.261177
67.212318,67.369057,67.511307,67.727333,67.885330,68.084877,68.285225,68.430443,68.565094,68.622185,68.612152,68.523460,68.442017,68.323738,68.134018,67.998444,67.792267,67.621735,67.430458,67.330078
67.100052,67.131477,67.225616,67.358170,67.516029,67.690315,67.866081,68.048470,68.205811,68.339531,68.423798,68.468102,68.454742,68.379654,68.295425,68.151497,68.013710,67.840996,67.668495,67.503349
66.922760,66.990074,67.114464,67.270523,67.470642,67.663078,67.891251,68.123032,68.329704,68.504349,68.627563,68.688835,68.681458,68.660439,68.583359,68.476852,68.350952,68.210678,68.049004,67.905785
66.305542,66.312050,66.421265,66.537460,66.749191,66.941048,67.168396,67.435188,67.664284,67.882187,68.054382,68.181259,68.200256,68.199089,68.164101,68.047096,67.940323,67.784683,67.622284,67.428741
66.679276,66.844826,67.004181,67.216415,67.406860,67.611366,67.846581,68.038086,68.214943,68.313499,68.348869,68.294930,68.226784,68.169304,68.004753,67.908470,67.726334,67.588707,67.417587,67.325867
66.681366,66.726402,66.821930,66.951927,67.094986,67.262978,67.423065,67.583916,67.719673,67.819305,67.869438,67.879929,67.846085,67.756050,67.648994,67.506027,67.351967,67.175110,67.004036,66.843437
67.063522,67.195389,67.324821,67.514244,67.672173,67.851341,68.046783,68.201576,68.346329,68.430542,68.458275,68.414444,68.361259,68.287056,68.145042,68.038422,67.877319,67.741821,67.580048,67.491783
66.470352,66.443153,66.518112,66.600502,66.765800,66.922150,67.092804,67.306374,67.486214,67.667877,67.813019,67.934669,67.959106,67.935379,67.916122,67.791939,67.702415,67.549332,67.402306,67.213814
66.668304,66.803741,66.947601,67.132820,67.318924,67.505547,67.730240,67.926132,68.106674,68.225563,68.290169,68.275459,68.231346,68.202248,68.077888,67.997375,67.850410,67.733734,67.583443,67.493195
65.361412,65.256859,65.313492,65.349617,65.541878,65.695930,65.880875,66.154457,66.381996,66.647621,66.886589,67.119064,67.197319,67.228050,67.288071,67.168274,67.129608,66.981873,66.846169,66.611252
65.285797,65.419716,65.584190,65.771599,66.005257,66.212723,66.487595,66.750977,66.991058,67.172806,67.299988,67.336624,67.311188,67.337181,67.238853,67.180511,67.049484,66.946793,66.800201,66.696068
65.272827,65.333237,65.441551,65.572273,65.724693,65.897751,66.068245,66.240967,66.384895,66.480919,66.526756,66.526756,66.480629,66.402145,66.283173,66.152008,65.988182,65.813927,65.645325,65.483459
64.814713,64.829254,64.931999,65.053444,65.250320,65.431389,65.645920,65.888664,66.100723,66.303238,66.461464,66.574814,66.594582,66.586472,66.551224,66.438271,66.339058,66.195534,66.040367,65.869995
64.891388,65.005783,65.147491,65.322525,65.515022,65.709839,65.936371,66.147095,66.335426,66.465408,66.539734,66.540344,66.497719,66.461380,66.338829,66.241455,66.085434,65.946327,65.783699,65.661880
65.382523,65.513931,65.636368,65.816521,65.948288,66.120644,66.285202,66.406036,66.514671,66.551598,66.530777,66.446281,66.367393,66.253204,66.080238,65.953957,65.764130,65.603004,65.431633,65.330162
65.467842,65.520355,65.610237,65.742180,65.874763,66.029167,66.180916,66.324806,66.450760,66.544479,66.592323,66.599907,66.573013,66.492012,66.395370,66.267769,66.132286,65.979416,65.823769,65.692139
65.213081,65.249100,65.348679,65.470284,65.641312,65.805435,65.994987,66.198349,66.376839,66.534561,66.650169,66.720909,66.722099,66.700241,66.645210,66.542465,66.437263,66.305275,66.161690,66.018379
64.866928,64.904869,65.014130,65.135643,65.322334,65.496201,65.701584,65.927444,66.123543,66.294930,66.422913,66.502106,66.501480,66.491890,66.435730,66.336617,66.226395,66.091034,65.944489,65.789314
64.603714,64.655983,64.773048,64.906433,65.096870,65.278404,65.490562,65.716957,65.913971,66.079056,66.197220,66.261368,66.251396,66.233910,66.162216,66.059570,65.936348,65.795151,65.641487,65.487656
64.396942,64.453949,64.572433,64.711525,64.900322,65.084961,65.296524,65.518509,65.711685,65.870193,65.979736,66.034233,66.019142,65.991364,65.910469,65.801430,65.669960,65.522179,65.362808,65.208099
65.158470,65.352264,65.497253,65.717705,65.852898,66.031693,66.213089,66.320099,66.425041,66.437408,66.386520,66.251190,66.150856,66.036285,65.828957,65.722824,65.519257,65.380066,65.212250,65.158615
64.195618,64.097916,64.136116,64.170609,64.318169,64.448616,64.587494,64.796707,64.969185,65.176491,65.359009,65.543709,65.606514,65.595352,65.635353,65.505196,65.459190,65.310257,65.178810,64.968201
64.226631,64.358215,64.507607,64.686394,64.892136,65.078644,65.323471,65.549347,65.758057,65.911270,66.014290,66.034027,66.007256,66.020721,65.924019,65.868546,65.746605,65.654381,65.519669,65.435265
63.708969,63.694611,63.774639,63.852615,64.009834,64.163445,64.324745,64.527145,64.693275,64.847420,64.964844,65.057961,65.061691,65.029617,64.988441,64.867409,64.760399,64.602043,64.455948,64.265923
64.309601,64.493332,64.640114,64.851860,65.005905,65.182281,65.382454,65.519508,65.653435,65.705650,65.699753,65.607277,65.530624,65.461212,65.289658,65.208641,65.037079,64.925110,64.774803,64.727921
64.008766,63.991829,64.051094,64.123199,64.240120,64.370102,64.488708,64.635185,64.753815,64.862907,64.938362,64.999809,64.996933,64.931290,64.882072,64.751884,64.646103,64.489037,64.349007,64.179459
64.314415,64.442818,64.567497,64.739693,64.893120,65.054565,65.243187,65.396507,65.540985,65.628731,65.667831,65.637482,65.593681,65.550911,65.431488,65.353645,65.218979,65.113815,64.977707,64.907707
64.032097,64.034599,64.106117,64.187424,64.316162,64.450584,64.585106,64.743629,64.874924,64.989830,65.070526,65.128281,65.122223,65.074539,65.022072,64.908478,64.804070,64.660835,64.526764,64.370003
65.135696,65.378677,65.517441,65.759743,65.854897,66.003036,66.153496,66.190521,66.246109,66.200104,66.094482,65.897499,65.784554,65.658913,65.434860,65.357063,65.167366,65.073967,64.933739,64.961327
65.474686,65.500977,65.534317,65.611496,65.637314,65.717041,65.745811,65.755554,65.758598,65.731804,65.675179,65.613495,65.564598,65.422829,65.317108,65.185188,65.059097,64.915054,64.793121,64.694534
65.752983,65.827637,65.899429,66.016800,66.104729,66.207573,66.315521,66.396095,66.475204,66.522911,66.539078,66.518036,66.494186,66.438370,66.360588,66.286324,66.196075,66.112320,66.010956,65.958748
64.998154,64.936195,64.974190,64.994820,65.113235,65.206924,65.317398,65.484634,65.623016,65.780289,65.923447,66.065407,66.110725,66.127403,66.162643,66.086647,66.059807,65.964806,65.878662,65.726883
64.555038,64.584908,64.679672,64.767242,64.934273,65.069824,65.250206,65.457893,65.639702,65.803894,65.939606,66.033745,66.047173,66.083641,66.064949,66.013969,65.950180,65.867851,65.768456,65.649467
64.886040,65.001465,65.109573,65.245918,65.359993,65.494659,65.633125,65.742615,65.839409,65.870323,65.859245,65.794319,65.727112,65.661545,65.526466,65.447342,65.300461,65.186188,65.061317,64.982666
65.282616,65.363197,65.439308,65.557228,65.633560,65.746368,65.839737,65.904083,65.960526,65.967758,65.937019,65.871895,65.814247,65.712212,65.588791,65.484406,65.346741,65.220085,65.094147,65.011818
65.433800,65.484978,65.554352,65.654961,65.746704,65.856247,65.961403,66.055519,66.138756,66.191048,66.211044,66.201340,66.173851,66.108925,66.029121,65.937477,65.833435,65.723045,65.609512,65.519234
64.770096,64.731041,64.786339,64.832329,64.970657,65.084122,65.221542,65.407539,65.565041,65.733604,65.881386,66.015739,66.055099,66.071533,66.090912,66.012085,65.970818,65.870407,65.771461,65.621201
