# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9, t+10, t+11, t+12, t+13, t+14, t+15, t+16, t+17, t+18, t+19
13906.179688,12680.442383,11545.066406,10410.299805,9309.715820,8176.497070,7097.338379,6207.585938,5739.018555,5630.811035,5887.752930,6489.765625,7311.555664,8288.633789,9344.666992,10364.450195,11192.416992,11756.787109,12051.767578,12288.302734
14894.997070,14157.542969,13239.365234,12199.260742,11143.294922,10234.161133,9588.735352,9273.860352,9265.024414,9522.032227,9973.894531,10571.696289,11214.014648,11841.168945,12385.281250,12807.678711,13100.344727,13310.645508,13479.344727,13659.641602
14491.571289,13651.000977,12650.131836,11609.978516,10675.319336,10028.170898,9754.285156,9854.604492,10239.477539,10842.498047,11561.720703,12322.340820,13026.725586,13618.339844,14051.810547,14323.781250,14472.593750,14573.035156,14668.314453,14771.634766
15726.045898,15203.932617,14347.136719,13445.238281,12714.928711,12484.578125,12788.692383,13496.571289,14292.579102,15135.855469,15867.456055,16397.531250,16683.027344,16703.539062,16461.880859,16060.701172,15685.117188,15492.582031,15522.859375,15599.772461
15616.764648,14968.976562,14251.250000,13718.316406,13539.084961,13839.509766,14521.923828,15376.392578,16186.495117,16904.878906,17424.810547,17680.437500,17679.455078,17444.873047,17041.984375,16596.785156,16262.230469,16119.238281,16140.208008,16151.057617
15918.871094,15363.666016,14919.459961,14791.704102,15092.237305,15800.483398,16734.039062,17645.144531,18393.003906,18937.662109,19220.945312,19203.707031,18937.529297,18477.416016,17928.816406,17426.955078,17096.287109,16961.375000,16952.832031,16902.619141
15326.394531,14762.831055,14610.288086,14941.193359,15765.039062,16816.656250,17829.390625,18563.498047,19066.767578,19297.679688,19282.744141,19022.419922,18600.615234,18097.089844,17647.332031,17353.630859,17243.630859,17237.234375,17214.990234,17095.912109
16904.048828,17010.523438,17339.335938,17929.271484,18752.017578,19656.914062,20463.552734,21011.779297,21286.095703,21294.501953,21067.279297,20624.535156,20058.804688,19439.296875,18864.021484,18416.435547,18142.302734,18002.568359,17925.648438,17812.890625
17019.824219,17217.603516,17750.318359,18566.384766,19573.097656,20514.271484,21196.923828,21501.537109,21518.017578,21264.349609,20819.482422,20230.326172,19599.189453,19000.603516,18531.074219,18240.363281,18112.593750,18056.654297,17986.300781,17862.781250
17663.828125,18217.429688,19000.445312,19906.917969,20810.097656,21513.675781,21903.466797,21946.595703,21733.183594,21306.396484,20754.341797,20136.521484,19542.859375,19028.542969,18649.570312,18418.060547,18300.337891,18220.701172,18130.691406,18022.662109
16897.867188,17453.697266,18285.609375,19203.830078,20040.365234,20553.884766,20669.636719,20428.574219,20008.798828,19450.150391,18866.929688,18328.304688,17901.818359,17623.945312,17522.259766,17557.636719,17634.755859,17649.716797,17566.636719,17460.462891
17763.246094,18807.082031,19799.115234,20570.109375,20976.125000,21015.357422,20767.822266,20374.867188,19881.978516,19359.150391,18873.951172,18482.621094,18216.906250,18071.810547,18005.255859,17954.443359,17870.531250,17742.750000,17620.023438,17557.058594
16105.214844,16719.705078,17362.843750,17822.373047,17961.501953,17733.898438,17249.693359,16695.044922,16203.786133,15805.662109,15567.768555,15528.937500,15671.072266,15959.354492,16325.968750,16662.435547,16861.441406,16888.548828,16800.611328,16746.605469
16234.734375,16978.710938,17487.531250,17632.273438,17346.357422,16800.300781,16204.910156,15772.189453,15483.133789,15367.973633,15424.976562,15658.882812,16015.740234,16428.271484,16787.976562,16995.958984,17016.167969,16908.197266,16790.791016,16764.345703
18666.960938,19508.648438,19705.970703,19401.740234,18685.818359,18036.625000,17663.585938,17646.382812,17643.724609,17728.367188,17791.687500,17809.775391,17757.955078,17596.490234,17243.113281,16726.314453,16205.636719,15872.663086,15848.333984,15978.492188
20756.269531,21134.097656,20813.855469,20132.583984,19285.259766,18777.240234,18681.537109,18897.406250,18972.857422,18999.587891,18834.109375,18451.894531,17879.994141,17140.562500,16229.000977,15289.226562,14578.108398,14293.749023,14468.716797,14768.975586
