# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9, t+10, t+11, t+12, t+13, t+14, t+15, t+16, t+17, t+18, t+19
69.027924,68.972603,68.967857,68.990242,69.061279,69.175804,69.353485,69.529915,69.685844,69.859055,70.061096,70.213577,70.329903,70.351059,70.410515,70.374565,70.315506,70.217369,70.101074,69.966003
68.223740,68.119820,68.076660,68.065132,68.132622,68.269424,68.492714,68.687363,68.839218,69.075783,69.377960,69.602974,69.727448,69.744720,69.834801,69.753227,69.664734,69.560509,69.443848,69.267883
67.521851,67.431900,67.399857,67.437515,67.558647,67.749687,67.973434,68.194824,68.419556,68.703392,68.965729,69.171104,69.256981,69.326317,69.327827,69.230736,69.104523,68.974602,68.829033,68.615784
68.143356,68.216125,68.338470,68.547409,68.797539,69.072479,69.298729,69.550545,69.831032,70.044914,70.112144,70.150940,70.121964,70.132828,69.942444,69.792938,69.587067,69.370956,69.152893,68.932198
68.756836,68.949265,69.188141,69.461403,69.736183,69.998665,70.233696,70.460426,70.648224,70.723045,70.699226,70.629723,70.548508,70.403328,70.191322,69.997971,69.772118,69.524078,69.298782,69.132042
70.237244,70.610069,71.007942,71.403183,71.744926,72.019821,72.225159,72.395927,72.486313,72.391426,72.172188,71.913727,71.689346,71.387108,71.047142,70.780807,70.504211,70.223381,70.003616,69.908051
71.010429,71.430489,71.849770,72.218163,72.502930,72.695877,72.824715,72.883644,72.821808,72.593391,72.296524,71.963066,71.682236,71.300087,70.981941,70.718056,70.484337,70.271309,70.143288,70.154991
71.417397,71.807312,72.168854,72.460480,72.661346,72.767540,72.801201,72.748688,72.576881,72.291855,71.969101,71.625343,71.317467,70.953880,70.677132,70.448700,70.279861,70.168045,70.151047,70.249123
72.886154,73.328629,73.718704,74.024109,74.208504,74.271797,74.229523,74.103638,73.866753,73.490448,73.055481,72.624840,72.260307,71.878448,71.564713,71.356140,71.216110,71.146088,71.181602,71.353378
72.850121,73.174240,73.419777,73.562698,73.596664,73.528107,73.373299,73.120369,72.766357,72.375999,71.997131,71.636459,71.308342,71.006424,70.821854,70.697067,70.673698,70.755272,70.938843,71.202423
72.720215,72.912682,73.011864,73.018860,72.936867,72.777306,72.538124,72.217842,71.840202,71.495415,71.184280,70.914185,70.653381,70.484154,70.404640,70.379372,70.458183,70.654556,70.932709,71.238205
73.269539,73.405701,73.440826,73.395226,73.253754,73.034424,72.728882,72.387871,72.043091,71.705338,71.378899,71.128738,70.936005,70.871841,70.842300,70.928116,71.092606,71.345062,71.651833,71.990059
73.239975,73.288162,73.233620,73.092110,72.862465,72.568504,72.220718,71.851585,71.494316,71.172203,70.904655,70.722214,70.615242,70.623184,70.702629,70.876915,71.127258,71.446671,71.799850,72.168816
73.344788,73.303452,73.162163,72.944977,72.648918,72.302963,71.922218,71.555313,71.239525,70.961403,70.745712,70.633125,70.623825,70.736336,70.902473,71.176979,71.506104,71.872917,72.243523,72.619003
72.650681,72.476051,72.221909,71.892189,71.528725,71.159760,70.825493,70.487984,70.182861,70.007294,69.981262,70.025757,70.123337,70.286148,70.591591,70.886864,71.246445,71.638802,72.019089,72.351158
73.098862,72.868340,72.563583,72.238235,71.874939,71.506989,71.134926,70.860092,70.730118,70.632568,70.571945,70.639641,70.838524,71.185097,71.482796,71.918907,72.344139,72.736526,73.064682,73.365059
72.491905,72.204391,71.879616,71.524628,71.167732,70.838310,70.586739,70.402306,70.306839,70.292282,70.404053,70.588531,70.872993,71.177620,71.567551,71.960876,72.350029,72.683174,72.946129,73.164360
72.279854,71.928642,71.562683,71.203049,70.866745,70.581184,70.382484,70.287323,70.318886,70.416519,70.609001,70.874886,71.240318,71.631592,72.040962,72.465225,72.848305,73.141960,73.337227,73.475876
