# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9, t+10, t+11, t+12, t+13, t+14, t+15, t+16, t+17, t+18, t+19
20749.201172,20826.457031,20303.332031,19597.226562,18750.097656,18076.333984,17543.917969,17227.259766,16967.460938,16745.214844,16508.371094,16166.186523,15738.278320,15258.177734,14815.308594,14362.573242,13915.573242,13532.683594,13312.992188,13264.867188
20457.482422,20128.177734,19551.949219,18923.728516,18291.435547,17771.398438,17341.767578,17009.781250,16705.947266,16406.394531,16090.212891,15727.839844,15351.264648,14991.415039,14701.139648,14469.149414,14304.799805,14219.581055,14224.930664,14295.794922
20724.447266,20443.199219,19927.150391,19378.757812,18841.650391,18415.222656,18060.718750,17766.263672,17452.589844,17087.761719,16662.187500,16155.514648,15624.591797,15117.939453,14712.706055,14406.858398,14214.688477,14138.052734,14172.916992,14279.183594
20088.939453,19613.818359,19095.736328,18602.458984,18177.541016,17819.861328,17507.021484,17204.365234,16890.580078,16539.535156,16154.068359,15742.831055,15352.484375,15017.363281,14777.544922,14643.416992,14621.537109,14693.960938,14820.167969,14954.214844
18796.394531,18123.828125,17604.900391,17158.544922,16828.285156,16524.039062,16254.047852,15976.797852,15736.597656,15518.080078,15324.494141,15183.625000,15107.236328,15098.030273,15136.894531,15239.785156,15402.601562,15598.185547,15766.501953,15872.508789
18681.365234,18280.000000,17866.298828,17472.517578,17133.935547,16856.384766,16635.980469,16458.806641,16316.400391,16189.752930,16066.443359,15942.447266,15828.398438,15732.431641,15662.878906,15621.718750,15611.910156,15630.551758,15662.740234,15689.784180
17266.921875,16666.632812,16248.712891,15901.481445,15661.361328,15450.131836,15294.503906,15174.283203,15142.376953,15187.431641,15293.165039,15470.699219,15693.204102,15936.149414,16149.118164,16340.160156,16503.304688,16629.636719,16688.845703,16675.236328
18703.699219,18813.355469,18601.890625,18326.292969,18007.183594,17823.935547,17738.884766,17777.130859,17821.083984,17836.595703,17785.714844,17607.847656,17326.880859,16972.826172,16622.376953,16258.041016,15900.671875,15588.502930,15382.778320,15285.446289
18091.726562,17915.406250,17672.240234,17446.925781,17262.914062,17163.119141,17127.421875,17144.578125,17170.203125,17174.033203,17136.173828,17036.373047,16892.164062,16720.216797,16554.974609,16398.591797,16263.475586,16158.988281,16092.467773,16052.193359
16462.291016,15989.581055,15740.641602,15597.027344,15583.833984,15604.723633,15670.879883,15744.787109,15866.565430,16011.935547,16167.309570,16345.335938,16532.419922,16713.910156,16858.505859,16984.890625,17095.238281,17179.039062,17202.929688,17157.597656
13920.622070,13165.892578,12911.702148,12833.958008,12960.044922,13082.078125,13259.552734,13452.071289,13786.245117,14248.042969,14810.975586,15502.680664,16245.787109,16972.378906,17560.429688,18035.224609,18386.574219,18601.613281,18634.296875,18501.324219
13285.777344,12948.194336,12847.412109,12855.318359,12990.292969,13205.088867,13535.437500,13980.108398,14567.264648,15265.041016,16012.378906,16777.646484,17481.355469,18066.339844,18461.916016,18675.845703,18715.695312,18613.328125,18400.628906,18121.089844
10330.544922,9631.862305,9504.831055,9591.371094,9915.472656,10283.342773,10772.635742,11358.661133,12161.363281,13150.575195,14258.308594,15478.625000,16680.912109,17762.837891,18569.783203,19127.390625,19434.060547,19509.515625,19353.310547,19022.183594
7672.021484,6934.930664,6837.830078,7001.532715,7454.715332,8003.931152,8734.514648,9620.687500,10772.056641,12136.820312,13615.662109,15179.780273,16668.400391,17961.183594,18888.617188,19484.087891,19756.675781,19746.900391,19478.611328,19028.833984
5517.656250,4897.502441,4888.757812,5180.640137,5802.396973,6593.704102,7614.308594,8822.652344,10272.309570,11876.108398,13514.124023,15133.027344,16585.205078,17766.800781,18549.597656,18980.601562,19090.232422,18935.566406,18560.552734,18041.933594
4754.484863,4555.238770,4798.944336,5343.306641,6200.850586,7284.174805,8589.197266,10050.918945,11624.249023,13187.983398,14629.337891,15877.924805,16854.765625,17513.505859,17831.095703,17866.458984,17675.853516,17321.419922,16859.843750,16344.205078
4312.504883,4467.524902,5033.970215,5899.482422,7046.167480,8368.483398,9821.971680,11316.099609,12785.671875,14111.525391,15221.321289,16069.545898,16637.312500,16918.636719,16948.351562,16793.097656,16512.511719,16145.235352,15721.989258,15268.863281
3723.125732,4144.731445,5063.168945,6278.354980,7734.565430,9244.708984,10752.632812,12149.849609,13415.748047,14460.939453,15267.297852,15837.729492,16187.741211,16325.505859,16291.004883,16152.386719,15954.796875,15700.130859,15375.465820,14989.079102
3149.987793,3849.599609,5138.897461,6697.285156,8426.277344,10055.143555,11533.230469,12752.208984,13760.513672,14516.886719,15059.252930,15441.676758,15694.089844,15821.837891,15842.253906,15814.100586,15757.820312,15639.579102,15408.743164,15068.445312
3218.178711,4326.208496,5960.787598,7764.753418,9596.499023,11187.924805,12499.494141,13461.230469,14165.056641,14629.147461,14934.488281,15161.616211,15340.036133,15465.405273,15533.466797,15572.411133,15575.002930,15491.609375,15272.404297,14933.794922
4094.997070,5638.863281,7474.733887,9320.371094,11003.660156,12359.644531,13362.865234,14015.370117,14411.064453,14625.385742,14757.255859,14879.127930,15005.481445,15118.712891,15201.595703,15235.124023,15187.921875,15020.547852,14726.306641,14350.396484
3640.152100,5077.429688,6962.474609,8846.732422,10545.100586,11798.750000,12620.666992,13022.797852,13194.842773,13257.200195,13337.250977,13547.820312,13874.950195,14268.412109,14639.692383,14959.596680,15168.624023,15202.489258,15022.186523,14680.689453
3724.411621,5262.161133,7167.075684,8996.883789,10558.654297,11637.292969,12268.887695,12508.449219,12562.776367,12583.117188,12695.321289,13004.416016,13466.747070,14009.153320,14511.192383,14918.064453,15155.148438,15168.313477,14944.828125,14561.745117
5399.158203,7230.978516,8974.933594,10469.288086,11532.247070,12202.625977,12516.708008,12619.593750,12615.958984,12665.332031,12847.572266,13189.486328,13621.732422,14067.580078,14436.873047,14626.876953,14567.084961,14262.721680,13807.440430,13318.265625
6648.563477,8283.776367,9678.625977,10787.785156,11462.571289,11838.097656,11956.639648,11987.309570,11989.496094,12106.603516,12381.023438,12800.179688,13277.376953,13732.562500,14082.320312,14214.868164,14068.244141,13675.690430,13167.314453,12669.034180
9866.921875,11692.238281,12723.493164,13335.094727,13416.036133,13408.407227,13314.447266,13361.291992,13424.143555,13603.558594,13875.484375,14124.428711,14280.546875,14301.469727,14207.048828,13859.028320,13228.099609,12417.000977,11664.868164,11110.232422
11068.637695,12242.934570,12853.704102,13181.227539,13158.535156,13103.834961,13015.806641,13049.333984,13107.062500,13249.028320,13449.649414,13621.573242,13717.335938,13709.584961,13617.672852,13346.421875,12879.022461,12290.694336,11750.064453,11351.003906
13886.063477,15162.951172,15593.176758,15706.600586,15457.232422,15299.413086,15179.133789,15244.239258,15277.755859,15298.150391,15262.688477,15045.044922,14655.190430,14121.111328,13564.599609,12895.103516,12123.624023,11344.246094,10751.743164,10414.024414
14405.419922,15018.743164,15179.998047,15194.961914,15044.964844,14959.515625,14888.937500,14888.377930,14828.112305,14704.494141,14504.334961,14169.142578,13736.464844,13243.769531,12786.711914,12325.414062,11871.043945,11461.912109,11180.773438,11041.236328
16943.601562,17810.992188,17929.449219,17844.519531,17543.007812,17386.357422,17270.355469,17249.269531,17083.605469,16743.562500,16214.856445,15410.265625,14431.396484,13372.906250,12433.535156,11571.535156,10819.203125,10226.651367,9899.565430,9826.141602
15238.041016,15071.351562,14939.016602,14862.226562,14850.444336,14844.720703,14797.969727,14648.724609,14382.844727,13977.145508,13467.549805,12889.765625,12325.167969,11827.916016,11464.531250,11256.521484,11211.422852,11290.136719,11426.964844,11562.483398
16478.410156,16718.802734,16667.958984,16577.568359,16449.626953,16385.257812,16299.348633,16160.556641,15854.235352,15348.424805,14670.259766,13815.180664,12898.656250,12009.821289,11292.347656,10749.460938,10402.151367,10236.790039,10239.441406,10351.919922
14183.055664,13656.423828,13451.594727,13370.810547,13427.181641,13410.966797,13312.847656,13048.341797,12706.989258,12285.200195,11837.019531,11443.365234,11157.233398,11000.753906,10965.261719,11084.172852,11346.563477,11683.666992,11975.979492,12160.591797
15106.750977,15144.578125,15061.435547,14957.245117,14834.042969,14718.349609,14567.966797,14362.125977,14062.870117,13662.108398,13186.055664,12647.068359,12111.481445,11625.722656,11257.090820,11004.057617,10869.898438,10835.167969,10874.905273,10950.997070
14760.154297,14637.252930,14492.048828,14342.630859,14195.166016,14029.354492,13824.260742,13558.965820,13237.000977,12860.334961,12456.125000,12048.676758,11682.916016,11385.918945,11187.023438,11085.167969,11074.991211,11130.757812,11214.797852,11294.158203
16364.114258,16669.222656,16572.828125,16362.968750,16041.695312,15779.157227,15513.463867,15260.643555,14906.673828,14441.297852,13876.015625,13184.492188,12445.870117,11724.715820,11136.011719,10657.241211,10299.295898,10069.166016,9992.521484,10039.975586
15650.154297,15460.147461,15219.492188,14972.651367,14733.800781,14487.959961,14207.152344,13863.416992,13451.455078,12968.988281,12446.753906,11911.644531,11423.120117,11019.621094,10744.522461,10599.566406,10581.381836,10659.547852,10787.211914,10919.329102
16003.127930,15921.131836,15689.471680,15421.593750,15130.806641,14852.551758,14549.594727,14205.072266,13784.246094,13282.498047,12725.836914,12127.499023,11553.920898,11051.873047,10684.933594,10448.506836,10342.943359,10346.922852,10431.076172,10552.434570
15531.313477,15259.686523,14970.281250,14677.046875,14397.678711,14102.938477,13775.855469,13391.495117,12961.807617,12489.591797,12004.024414,11535.086914,11130.436523,10818.643555,10624.834961,10549.375000,10584.726562,10699.431641,10843.723633,10976.225586
